"spa","Comment"
"─Veo que conoces otras reglas.
De acuerdo, juguemos combinando las
reglas de {Trabia} con las nuestras.",""
"─Veo que conoces otras reglas.
De acuerdo, juguemos combinando las
reglas de {Centra} con las nuestras.",""
"─Veo que conoces otras reglas.
De acuerdo, juguemos combinando las
reglas de {Dollet} con las nuestras.",""
"─Veo que conoces otras reglas.
De acuerdo, juguemos combinando las
las reglas de Fisherman's Horizon
con las nuestras.",""
"─Veo que conoces otras reglas.
De acuerdo, juguemos combinando las
reglas del espacio con las nuestras.",""
"─Veo que conoces otras reglas.
De acuerdo, juguemos combinando las
las reglas de {Esthar} con las nuestras.",""
"¿Juegas una partidita de cartas?
Sí.
No.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
juguemos combinando las reglas
de {Balamb} con las nuestras.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
De acuerdo, juguemos combinando las reglas
de {Galbadia} con las nuestras.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
De acuerdo, juguemos combinando las reglas
de {Trabia} con las nuestras.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
De acuerdo, juguemos combinando las reglas
de {Centra} con las nuestras.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
De acuerdo, juguemos combinando las reglas
de {Dollet} con las nuestras.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
De acuerdo, juguemos combinando las reglas
de Fisherman's Horizon con las nuestras.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
De acuerdo, juguemos combinando las reglas
del espacio con las nuestras.",""
"─Conoces unas reglas diferentes
a las de esta región. De acuerdo,
De acuerdo, juguemos combinando las reglas
de {Esthar} con las nuestras.",""
"Para poder jugar necesitas
como mínimo 5 cartas.",""
"La regla {Blue}“abierto”{White} se ha propagado
a esta región.",""
"La regla {Blue}“igual”{White} se ha propagado
a esta región.",""
"La regla {Blue}“suma”{White} se ha propagado
a esta región.",""
"La regla {Blue}“mano mezclada”{White} se ha propagado
a esta región.",""
"La regla {Blue}“hasta la muerte”{White} se ha
propagado a esta región.",""
"La regla {Blue}“otro intento”{White} se ha propagado
a esta región.",""
"La regla {Blue}“pared”{White} se ha propagado
a esta región.",""
"La regla {Blue}“elemental”{White} se ha propagado
a esta región.",""
"La regla {Blue}“abierto”{White} ha sido abolida
en esta región.",""
"La regla {Blue}“igual”{White} ha sido abolida
en esta región.",""
"La regla {Blue}“suma”{White} ha sido abolida
en esta región.",""
"La regla {Blue}“mano mezclada”{White} ha sido abolida
en esta región.",""
"La regla {Blue}“hasta la muerte”{White} ha sido abolida
en esta región.",""
"La regla {Blue}“otro intento”{White} ha sido abolida
en esta región.",""
"La regla {Blue}“pared”{White} ha sido abolida
en esta región.",""
"La regla {Blue}“elemental”{White} ha sido abolida
en esta región.",""
"#ebinmid3","376"
"test",""
"#ebinmid1","372"
"test",""
"#ebinmid2","374"
"test",""
"#ebcont1","352"
"Esto es todo para el CD de hoy.
Fin del disco 3.",""
"{Squall}
─Hemos venido a buscar a Eleone.",""
"Seifer
─Parece que tenemos visita.
Demostradles nuestra hospitalidad.",""
"Viento
─¡Trueno, suficiente!",""
"Seifer
─¿Qué pasa?",""
"Trueno
─Ya hemo' tenío bastante, jefe...",""
"Viento
─Tú, libre.",""
"{Squall}
─Espera fuera.
Laguna vendrá enseguida.",""
"{Squall}
─¿Vas a seguir con esta tontería del
caballero de la bruja?",""
"Seifer
─He abandonado esa carrera.",""
"Seifer
─Ahora me puedes llamar...
un revolucionario.",""
"{Squall}
─¿De qué vas?",""
"Seifer
─Soy un hombre hecho para
grandes empresas, ¿sabes?",""
"Seifer
─No quiero parar, nunca.
Seguiré corriendo, hasta el fin.",""
"Seifer
─He llegado hasta aquí.
Falta poco para la meta.",""
"Seifer
─¡Aunque vosotros
no viviréis para verlo!",""
"(Seifer...)",""
"{Rinoa}
─Seifer...",""
"Seifer
─¡{Squall}!
{NewPage}
─¿Creías que todo
había terminado?",""
"{Rinoa}
─¡{Squall}!",""
"{Squall}
─¡¿{Rinoa}?!",""
"Zell
─¡Hey, tío!
¡Seifer se lleva a {Rinoa}!",""
"Quistis
─¡{Squall}!
¡Seifer ha secuestrado a {Rinoa}!",""
"Selphie
─¡{Squall}! ¡{Squall}!
¡Seifer se lleva a {Rinoa}!",""
"Irvine
─¡Ese Seifer se ha
llevado a {Rinoa}!",""
"Zell
─Lo siento, tío.
{Rinoa} ha pasado de mí.
Me ha dicho que quería estar contigo...",""
"Quistis
─{Squall}, pérdoname.
{Rinoa} ha insistido tanto en que
quería estar contigo...",""
"Selphie
─Lo siento muchísimo, de verdad.
{Rinoa} no me ha hecho caso...
¡Tanto quería estar contigo!",""
"Irvine
─Perdona, viejo.
{Rinoa} me ha dado tanto la tabarra
de que quería estar contigo que al final...",""
"{Squall}
─No hay tiempo que perder.
Sigamos a Seifer.",""
"{Squall}
─No hay tiempo que perder.
Sigamos a Seifer.",""
"#ebcont2","353"
"",""
"Seifer
─Venga, tíos...",""
"Trueno
─No queremo' seguí así.
No entendemo' qué está pasando.",""
"Seifer
─El que no lo entiende soy yo.
Pensaba que éramos colegas.",""
"Viento
─Colegas...",""
"Viento
─Lo somos.
¡Siempre lo seremos!",""
"Viento
─Precisamente por eso
queremos ayudarte.
{NewPage}
─Queremos hacer todo lo
posible para que puedas
cumplir tus sueños.",""
"Viento
─Pero... ¿No te das cuenta
de que te están manipulando?
{NewPage}
─¿Qué ha sido de tus sueños?
¡Te has convertido en una
marioneta!",""
"Viento
─¡Queremos que vuelvas a
ser el Seifer de siempre!
{NewPage}
─Como parece que nosotros
no podemos hacer nada,
sólo nos queda {Squall}.",""
"Viento
─¡Qué triste, que tengamos
que depender de {Squall}!",""
"Viento
─Seifer, ¿vas a seguir así?",""
"Seifer
─Trueno, Viento... Gracias por todo.",""
"#ebexit5","358"
"Laguna
─Me da la impresión...",""
"Kiros
─... de que estamos...",""
"Ward
─... en graves problemas.",""
"Laguna
─¡Puñetas! ¡Daría cualquier cosa
por rascarme la planta del pie!",""
"Laguna
─¡Ayayay!
¡Cómo me pica la espalda!",""
"Laguna
─Agh...
¡Me pica la punta de la nariz!",""
"Laguna
─¡No aguanto más!
¡Tengo que ir al baño!",""
"Laguna
─Hm...
Empiezo a tener hambre...",""
"─Dummy",""
"Batalla 1 (la compuerta no se abre)",""
"Batalla 2 (no mueven la piedra)",""
"Batalla 3 (no mueven la roca)",""
"Batalla 4 (no están por caer)",""
"Batalla 5 (última y obligatoria)",""
"#ebgate3","364"
"",""
"Zell
─¡Venga, vamos!",""
"#ebinlow1","370"
"Test",""
"Zell
─¡¿Qué porras es aquello?!",""
"Zell
─No hay tiempo para pensarlo...",""
"Zell
─¡Al ataque!",""
"Zell
─¡AAHHH!",""
"Zell
─¡No puedo moverme...!",""
"Zell
─¡Ugh!",""
"Quistis
─¡Aaahhh!",""
"Selphie
─¡Noooo!",""
"Irvine
─¿Eh? ¡AAHHH!",""
"Edea
─¡Ugh!",""
"#ebgate1","360"
"",""
"#ebexit2","355"
"(Hay algo en el suelo...)
Lo recogeré.
No me interesa.",""
"¡Has obtenido una vieja llave!",""
"(¿Eh...?
Creo que...)",""
"Laguna
─!!!!{Wait048}
¡Te... tengo un agujero...{Wait048}
... en el bolsillo del pantalón!",""
"(Esta vez no se me caerá...
la puse en el bolsillo de la cami... sa...)",""
"Laguna
─... aah... AAAH...{Wait048}
¡ATCHUUU!",""
"Laguna
─¡Porras!
¿Otra vez...?",""
"¡Laguna ha perdido la vieja llave!",""
"(No está por ninguna parte...{Wait048}
Bah... Para qué la quiero.)",""
"─Dummy",""
"#ebadele3","350"
"Test",""
"{Squall}
─Hay que evitar la resurrección
de la bruja Adel. Romped la cápsula.",""
"{Squall}
─Ésta es...",""
"{Rinoa}
─Éstá es la otra bruja
de nuestra época... Adel.",""
"{Squall}
─{Rinoa}, ¿por qué
has venido?",""
"{Rinoa}
─Quiero estar contigo,
{Squall}... Siempre.",""
"Zell
─¡Cuidado!",""
"Quistis
─¡Ten cuidado!",""
"Selphie
─¡Cuidado, cuidado!",""
"{Squall}
─¡{Rinoa}!",""
"{Rinoa}
─¡{Squall}!",""
"{Squall}
─¡¡Seifer!!",""
"{Rinoa}
─¡Seifer! ¡Ya basta!",""
"{Rinoa}
─¿Qué te ha pasado?",""
"{Rinoa}
─¡Antes no eras así!",""
"Seifer
─Ya no puedo volver atrás.
¿Adónde quieres que vaya?",""
"Seifer
─Que haya una sola bruja.
Ése es el deseo de Artemisa.",""
"{Rinoa}
─¡Pobre Seifer!",""
"{Rinoa}
─Por favor, déjalo ya.",""
"Seifer
─{Rinoa}...",""
"{Squall}
─¡Seifer! ¡Noooo!",""
"Seifer
─{Rinoa} y Adel...
Dos brujas, hechas una.
¡Que disfrutes el espectáculo, {Squall}!",""
"#ebexit4","357"
"【ESFERA LUMINOSA】
Aquí puedes guardar la partida,
seleccionando “Guardar” en el menú.",""
"─Dummy",""
"#ebroad22","385"
"test",""
"#ebroad5","393"
"“Dummy”",""
"#ebroad7","396"
"Test",""
"¡Has obtenido un Anillo nupcial!",""
"#ebroad8","398"
"test",""
"#ebroad9","400"
"Test",""
"【ESFERA LUMINOSA】
Aquí puedes guardar la partida,
seleccionando “Guardar” en el menú.",""
"#ebroad11","381"
"Laguna
─Hm... La palanca para
abrir la compuerta está oxidada...",""
"Laguna
─!!!!{Wait016}
¡Tengo una idea!",""
"Laguna
─Con esto...
Podremos dejar fuera de combate
a los enemigos más empedernidos.",""
"Kiros
─¿Qué tienes en mente?",""
"Ward
─Será otra tontería de las suyas.",""
"Laguna
─Ya veréis...
Os arrepentiréis de hablar así.
{NewPage}
─Bien dicen que “quien ríe
último, ríe dos veces”.",""
"Kiros
─¿?",""
"Ward
─No será...
“... ríe mejor”?",""
"Laguna
─¡Cállate!{Wait016} Dejémoslo.
{NewPage}
─Lo importante ahora es que la
palanca de esta compuerta está casi rota.
{NewPage}
─Si la movemos y la
aflojamos un poco más...",""
"Kiros
─... Cuando vengan los soldados
y pasen sobre la compuerta...",""
"Laguna
─¡Eso!
{NewPage}
─¡Eso es!
Esos tíos vendrán sin sospechar nada.
{NewPage}
─Y cuando pisen la compuerta...
¡Abajo! ¡Al pozo!",""
"Laguna
─¿Por fin reconocéis que soy un genio?",""
"Ward
─¡Bah!
{NewPage}
─No creo que los soldados de Esthar
se dejen engañar tan fácilmente.",""
"Laguna
─¡Pero vale la pena hacer la prueba!
Si no pruebas algo, nunca sabrás si funciona.",""
"Laguna
─Yo, personalmente...{Wait016}
... prefiero probar.",""
"Laguna
─Pero recordad que si movemos
la palanca ya no podremos pasar.
{NewPage}
─¡Sería muy triste caer
en nuestra propia trampa!",""
"Laguna
─Bueno, basta de charla.
¡A mover la palanca!
No, he cambiado de idea.",""
"Laguna
─¡Apartaos, que puede
ser peligroso!",""
"Laguna
─¡Lista la trampa!",""
"Laguna
─Hm... Quizá no sea tan buena idea.",""
"Laguna
─En una de ésas,
esta palanca también...",""
"Ward
─¿Qué quieres, caer
en tu propia trampa?",""
"Laguna
─¿......?",""
"Kiros
─El camino ya está bloqueado.
{NewPage}
─¿Para qué quieres poner una
trampa que lo bloquee más?
{NewPage}
─Levantar esa palanca...{Wait016}
... no tiene sentido.",""
"Laguna
─Ajá...{Wait016} Ya veo.
{NewPage}
─Sí...{Wait016} Mejor así...{Wait016}
Lo que quiero decir...{Wait016} es que...
{NewPage}
─Como esta palanca también está oxidada,
mejor la dejamos así...{Wait016} ¿No os parece?",""
"Ward
─Vamos...{Wait016} Si tenías unas
ganas de levantarla...",""
"Laguna
─¡Qué dices!
{NewPage}
─Aah...
Soy un incomprendido...",""
"Kiros
─......",""
"Laguna
─Hm, esta palanca...
Parece que está trabada...{Wait016} Ni se mueve.",""
"─Dummy",""
"#ebroad12","382"
"Test",""
"¡Has obtenido un Generador!",""
"¡Has obtenido un Ala de fénix!",""
"#ebroad21","384"
"“Dummy”",""
"#ebroad32","388"
"test",""
"#ebroad42","391"
"Test",""
"¡Has obtenido un Libro de la RAP!",""
"#ebexit3","356"
"“Dummy”",""
"#ebexit1","354"
"(Hay algo en el suelo...)
Lo recogeré.
No me interesa.",""
"¡Has obtenido una vieja llave!",""
"(¿Eh...?
Creo que...)",""
"Laguna
─!!!!{Wait048}
¡Te... tengo un agujero...{Wait048}
... en el bolsillo del pantalón!",""
"(Esta vez no se me caerá...
la he puesto en el bolsillo
de la cami... sa...)",""
"Laguna
─... aah... AAAH...{Wait048}
¡ACHÍS!",""
"Laguna
─¡Porras!
¿Otra vez...?",""
"¡Laguna ha perdido la vieja llave!",""
"(No está por ninguna parte...)",""
"Laguna
─Bah, no importa.
Bien dicen que lo barato sale gratis...",""
"Kiros
─¿Que lo barato...",""
"Ward
─... sale gratis?",""
"Laguna
─¿Hm?
¿Qué pasa, eh?
¡Vamos, en marcha!",""
"─Dummy",""
"#ebgate2","362"
"",""
"#ebgate4","366"
"",""
"#ebinto2","379"
"",""
"#ebinto3","380"
"Test",""
"Biggs
─¿Por qué tengo que aceptar
las órdenes de aquel mocoso?",""
"Wedge
─Aunque sea un mocoso,
sigue siendo nuestro superior.",""
"Biggs
─¿Qué te crees, que no lo sé?
{NewPage}
─No tendría que haberme alistado. Me
equivoqué de profesión. No nací para
recibir órdenes de mocosos como aquél.",""
"Wedge
─¡Ja, ja, ja! ¡Qué
cosas dice usted!
{NewPage}
─Entonces, ¿por qué
no deja el ejército?",""
"Biggs
─¡Qué tonterías estás diciendo!",""
"Wedge
─Ja, ja, ja.
Es broma, señor.",""
"Biggs
─Aunque pensándolo bien...",""
"Biggs
─No es mala idea.
¡Dejaré el ejército!",""
"Wedge
─¿Perdón...?",""
"Biggs
─Wedge,
lárguemomos de aquí.
¡Vamos a tomar algo!",""
"Wedge
─¿Qué?
¿Yo también?",""
"Biggs
─¡Claro! ¿Qué esperabas?
¡En marcha!",""
"Wedge
─Pero... pero...",""
"Wedge
─Señor... Si renunciamos,
nos quedaremos sin sueldo...",""
"Biggs
─¿Cómo no se me había
ocurrido antes?",""
"【ESFERA LUMINOSA】
Aquí puedes guardar la partida,
seleccionando “Guardar” en el menú.",""
"#ebroad31","387"
"Laguna
─¿Qué será esto?{Wait048}
Un interruptor rojo, otro azul y dos cables...",""
"Kiros
─Evidentemente, es un
detonador de explosivos.",""
"Laguna
─Ajá, ajá...
{NewPage}
─El cable azul es más corto,
debe ser para esa roca de ahí...
{NewPage}
─El rojo es más largo...
Estará conectado a otra roca más lejos.",""
"Ward
─¡Laguna! No pensarás...
{NewPage}
─... no pensarás detonar los explosivos
sin saber qué potencia tienen... ¿o sí?",""
"Laguna
─¡Mucha potencia no deben tener!
Si el detonador está aquí, quiere decir
que en este lugar estamos seguros.",""
"Ward
─Hm... Quizá tengas razón.",""
"Laguna
─¡Manos a la obra!",""
"Laguna
─A ver... Pulsaré el interruptor...
... azul (para la roca cercana).
... rojo (para la roca apartada).
No... He cambiado de idea.",""
"Laguna
─¡Viene la onda expansiva!
¡A correr!",""
"Laguna
─¿?",""
"Kiros
─Ha hecho menos ruido de lo que esperaba...",""
"Ward
─¿Y la onda expansiva?",""
"Laguna
─¡Tal como había dicho!
No era muy potente.",""
"Laguna
─¿Hm...?
Este interruptor, ¿está roto?
{NewPage}
─Ah, no... Lo que pasa es que
aquella roca, al rodar,
ha cortado el otro cable...",""
"Laguna
─Éste es el interruptor que ya he pulsado...",""
"Laguna
─Nada más que hacer aquí, parece.",""
"Laguna
─No creo que llegue la onda expansiva...
Esperemos aquí.",""
"Laguna
─¡Huy!",""
"Kiros
─Vaya ruido que ha hecho...",""
"Ward
─¿Así que no tenía mucha potencia?",""
"Laguna
─Por eso decía yo, que hay
que tener cuidado con los explosivos
que uno no conoce...",""
"Ward
─Eso... ¿no lo he dicho yo?",""
"Laguna
─Bueno, qué más da...
¿Estamos todos a salvo, o no?",""
"─Dummy",""
"#ebroad41","390"
"Laguna
─¿......?",""
"Laguna
─¡Huy!",""
"Soldado de {Esthar}
─!!!!!",""
"Laguna
─Qué susto, eh...",""
"Ward
─Eso te pasa por tocarlo
todo como un crío.",""
"Kiros
─Hey...{Wait016} Cálmate, ¿quieres?",""
"Laguna
─¡Si me ha salido bien!
{NewPage}
─Uno de nuestros antipáticos enemigos
se ha ido de paseo con aquella roca.
{NewPage}
─¡Dos pájaros de un tiro!
No hay duda... ¡Soy un genio!",""
