"ita","Comment"
"Seifer
“Sei venuto a distruggere la Madre?
 Hai dimenticato tutto ciò che ha
 fatto per te?”",""
"Seifer
“{Rinoa}, hai il coraggio
 di batterti con me?
 E dire che un anno fa......”",""
"{Rinoa}
“Smettila!”",""
"Seifer
“Quistis, sono ancora uno
 dei tuoi alunni prediletti?”",""
"Quistis
“Non più ormai!”",""
"Seifer
“Selphie, mi dispiace non averti
 potuto conoscere un po' meglio.”",""
"Selphie
“Tanto non sei il mio tipo!”",""
"Seifer
“E te gallinaccio...
 ne abbiamo combinate, eh!?”",""
"Zell
“Oggi concluderò la faccenda!”",""
"Seifer
“Non hai sbagliato gruppo? Sei uno
 studente di Galbadia tu, non è così?”",""
"Irvine
“Preferisco stare da questa parte!”",""
"{Squall}
“È tardi Seifer, è inutile
 che cerchi di confonderci.”
{NewPage}
“Per noi, tu non sei più niente.
 Per noi, sei solo un nemico.
 I tuoi discorsi non ci toccano.”",""
"{Squall}
“Per noi combattere con te è
 come combattere contro un mostro.”",""
"Seifer
“E così sarei un mostro?”",""
"Seifer
“Io sono il cavaliere
 della strega Edea.”",""
"Seifer
“E voi? Lì come vermi?”",""
"Seifer
“Non siete voi i mostri?”",""
"{Squall}
“Occupatevi di Seifer!”",""
"Seifer
“Non potrete mai vincere
 contro la Madre......”",""
"Strega Edea
“Buono a nulla.”",""
"(La {Blue}【sala della conferenze】{White} è qua sotto?)",""
"#ggwitch1","714"
"",""
"",""
"",""
"【Save Point】
Per salvare la situazione di gioco
scegliere ‘Salva' dal menu.",""
"#ggroom3","704"
"",""
"",""
"",""
"“Vuoi giocare a carte?”
Sì
No",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Balamb a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Galbadia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Trabia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Centra a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Dollet a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di F.H. a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 dello spazio a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Esthar a queste?”",""
"Se non hai almeno 5 carte
non possiamo giocare",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“Hai mai sentito parlare della
 squadra di Hockey dei mostri?”
{NewPage}
“Pare che la mia squadra
 li affronterà presto.”
{NewPage}
“Giocano così duro che a volte
 ci scappa perfino il morto.”",""
"“Sono uno studente che viene da
 {Trabia}. So giocare a carte molto
 bene con le regole del mio paese.”",""
"#ggroad9","699"
"Aperto",""
"Chiuso【1】",""
"Chiuso【2】",""
"#ggroad8","696"
"Aperto",""
"Chiuso【1】",""
"Chiuso【2】",""
"Chiuso【3】",""
"#ggroad5","693"
"Aperto",""
"Chiuso【1】",""
"Chiuso【2】",""
"#ggstaen1","709"
"",""
"",""
"",""
"#ggkodo1","687"
"",""
"",""
"",""
"{Rinoa}
“{Squall}!!”",""
"(Cosa fai qua? È pericoloso.)",""
"(......?)",""
"(Cosa succede......?)",""
"#ggback1","675"
"",""
"",""
"",""
"{Rinoa}
“{Squall}!”",""
"{Rinoa}
“Grazie.”",""
"{Squall}
“Non ti preoccupare.”",""
"{Squall}
“Il contratto mi vincola ai ‘Gufi del
 bosco'. Era mio compito salvarti.”
{NewPage}
“Inoltre, ti ho trovata per puro caso.”",""
"{Squall}
“Quindi non ti preoccupare.”",""
"{Rinoa}
“Non potevo morire così.”",""
"{Rinoa}
“Avevo con me qualcosa di molto
 importante che ti appartiene.”
{NewPage}
“E non avrei potuto morire
 senza restituirtela.”",""
"{Rinoa}
“Il tuo anello!
 L'ho conservavo io.”",""
"(Quello scemo di Zell......)",""
"{Squall}
“È ciò che ho di più prezioso.
 Lo posso riavere?”",""
"{Rinoa}
“È proprio un bell'anello. Ma cos'è
 questo mostro inciso sopra?”",""
"{Squall}
“Non è un mostro,
 è un leone......”
{NewPage}
“Un animale molto forte,
 fiero e coraggioso.”",""
"{Rinoa}
“Fiero e coraggioso?
 Come te?”",""
"{Squall}
“Vorrei davvero essere un leone.”",""
"{Rinoa}
“Questo LE{Wait032}O{Wait064}NE{Wait032}
 ha un nome?”",""
"{Squall}
“Certo......”",""
"{Rinoa}
“Ah, si chiama così?”
{NewPage}
“Zell ha detto che me ne
 avrebbe fatto uno uguale.”",""
"{Rinoa}
“Così anch'io diventerò
 un leone come te.”",""
"{Rinoa}
“Ma se lo fa uguale, tutti si
 faranno un'idea sbagliata di noi.”",""
"(Lo dice come se fosse contenta.)",""
"(Tutti stanno cercando
 di farci mettere insieme.)
{NewPage}
(È talmente evidente!
 L'ho capito perfino io.)",""
"{Squall}
“Sembra che ti piace l'idea
 che tutti pensino di noi che......”",""
"{Rinoa}
“No, no, no, no!”",""
"{Squall}
“Ci stanno aspettando.”
(Tu aspetta qui)
(Andiamo {Rinoa})",""
"{Squall}
“Aspetta qui!”",""
"{Rinoa}
“Dispettoso!”",""
"{Rinoa}
“Andiamo?”",""
"{Squall}
“Andiamo {Rinoa}!”",""
"{Rinoa}
“Ok!”",""
"{Rinoa}
“Andiamo {Squall}!”",""
"#gggro1","680"
"Aperto",""
"",""
"",""
"#ggroad2","691"
"",""
"",""
"",""
"“Questa è la sala d'attesa.
 Fino a nuovi ordini del
 Supremo attendete qui.”",""
"“Sembra che il Supremo di questo
 Garden e quello del Garden di
 {Balamb} abbiano rapporti d'affari.”
{NewPage}
“Ma c'è qualcosa di losco sotto.”",""
"“Conosci {Galbadia}?
Sì
No",""
"“E allora cosa vuoi?”",""
"“È la più potente nazione d'occidente.
 Deling city è la capitale. {Timber}
 e Winhill sono sotto il suo dominio.”
{NewPage}
“Anche questo Garden è dominio di
 {Galbadia}, ma i Garden sono neutrali.
 Sì, la situazione è un po' complicata.”",""
"#ggroad3","692"
"",""
"",""
"",""
"【Save Point】
Per salvare la situazione di gioco
scegliere ‘Salva' dal menu.",""
"#ggroom2","703"
"",""
"",""
"",""
"“Vuoi giocare a carte?”
Sì
No",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Balamb a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Galbadia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Trabia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Centra a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Dollet a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di F.H. a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 dello spazio a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Esthar a queste?”",""
"Se non hai almeno 5 carte
non possiamo giocare.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“Conosci le carte più forti del mondo?
 Si chiamano ‘carte personaggio'.”",""
"“Le seconde carte più forti
 si chiamano Boss Mostro o G.F.”",""
"“Questi due parlano sempre
 e solo di carte.”",""
"Ottenuto: chiave 【2】!",""
"Allievo
“Sei la nostra unica speranza
 per distruggere la strega!”",""
"#gggroen2","682"
"",""
"",""
"",""
"【Save Point】
Per salvare la situazione di gioco
scegliere ‘Salva' dal menu.",""
"“Accesso vietato a questa zona.”",""
"“I visitatori attendano alla
 {Blue}【sala d'attesa al 1° piano】{White}”",""
"Selphie
“{Rinoa}!”",""
"Zell
“Per fortuna stai bene!”",""
"Quistis
“Sei ferita?”",""
"Irvine
“La strega dovrebbe
 essere qua in fondo.”",""
"(Nessun ripensamento?)",""
"{Squall}
“Ricordatevi, stiamo per affrontare
 il nemico. Dimenticate il suo nome...”
{NewPage}
“Il vostro legame con lui, chi era
 una volta.......”",""
"{Squall}
“Se pensiamo a tutto ciò
 non potremo combattere.”",""
"{Squall}
“Il nemico ha scelto di combattere,
 per questo è un nemico.”
{NewPage}
“Anche noi abbiamo scelto di combattere
 ma non avevamo altra scelta, o per lo
 meno voglio sperare che sia così.”",""
"(Ma cosa dico, sembra che
 l'indeciso sia io......)",""
"{Squall}
“Mah, ormai siamo qui.
 Le mie storie non servono.”",""
"{Rinoa}
“No, voglio ascoltare le tue storie!”
{NewPage}
“Voglio capire cosa stai pensando.”",""
"{Squall}
“Te lo dirò finita questa missione.
 Se vuoi ascoltarmi, cerca di
 restare in vita.”",""
"{Squall}
“Andiamo!”",""
"#ggroom4","705"
"",""
"",""
"",""
"#ggroad7","695"
"",""
"",""
"",""
"#ggstand1","711"
"Aperto",""
"",""
"",""
"#ggele1","676"
"Aperto",""
"Chiuso【1】",""
"Chiuso【2】",""
"Chiuso 【3】",""
"“Serve la password.”",""
"#ggroad6","694"
"",""
"",""
"",""
"Fujin
“TRISTEZZA......”",""
"Raijin
“Muovetevi!
 Mettete la parola
 fine a tutto ciò.”",""
"Fujin
“RICHIESTA!”",""
"Raijin
“Vi prego, occupatevi
 di Seifer!”",""
"Raijin
“Rivogliamo soltanto indietro
 il vecchio Seifer!”",""
"(Seifer....... Chissà se potrà
 mai tornare come prima......)",""
"{Squall}
“Ho capito.”",""
"#ggroad1","690"
"",""
"",""
"",""
"“Vuoi giocare a carte?”
Sì
No",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Balamb a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Galbadia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Trabia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Centra a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Dollet a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di F.H. a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 dello spazio a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Esthar a queste?”",""
"Se non hai almeno 5 carte
non possiamo giocare.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“La {Blue}【sala d'attesa】{White} si trova al piano
 superiore. Subito dopo le scale.”",""
"“Per la {Blue}【sala d'attesa】{White}
 basta salire le scale.”",""
"I SeeD del Garden di {Balamb} sono pregati
di attendere nella {Blue}【sala d'attesa】{White}.",""
"Istruttore
“Avevo detto chiaramente che era
 vietato correre nel corridoio!
 Flessioni fino a nuovo ordine!”",""
"AllievoA
“{Var0}!{Wait032} {Var1}!{Wait032} {Var2}!”",""
"AllievoA
“Non mi parlare
 o perdo il conto.”",""
"AllievoA
“......{Wait032}......{Wait064}......{Wait008}......!!
 Non mi ricordo più!!!
 È tutta colpa tua!!!”",""
"“Accidenti, devo
 ricominciare daccapo!”",""
"AllievoA
“Lasciami stare!”",""
"AllievoB
“Forza, devo farcela!”",""
"AllievoC
“Questa punizione
 non me la merito!”",""
"AllievoC
“Sono stanco!”",""
"Zell
“UAAAHHHHHH!!”",""
"Zell
“Nooo, non ce la faccio!!”",""
"#gggroen1","681"
"",""
"",""
"",""
"#ggview1","712"
"",""
"",""
"",""
"“Da dove venite?
 Non sembrate allievi
 di {Galbadia}.”",""
"“Vuoi giocare a carte?”
Sì
No",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Balamb a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Galbadia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Trabia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Centra a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Dollet a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di F.H. a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 dello spazio a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Esthar a queste?”",""
"“Vuoi giocare a carte?”
 Sì
 No",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Balamb a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Galbadia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Trabia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Centra a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Dollet a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di F.H. a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 dello spazio a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Esthar a queste?”",""
"Se non hai almeno 5 carte
non possiamo giocare.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"Selphie
“Quando arrivano questi ordini?”",""
"Quistis
“Aspettiamo qui, il Supremo
 dovrebbe arrivare presto
 con gli ordini.”",""
"Zell
“Mi sto innervosendo...”",""
"{Rinoa}
“Deve essere lui.”",""
"{Rinoa}
“Dite che sono un SeeD anch'io.
 Ci eviterà spiegazioni inutili.”",""
"Dodonn
“Buon giorno signori.”",""
"Dodonn
“Devo consegnarvi degli ordini da parte
 del preside del Garden di {Balamb}.”
{NewPage}
“Secondo le nostre regole, ho controllato
 il testo precedentemente.”",""
"Dodonn
“Abbiamo deciso di dare pieno
 appoggio al preside Cid.”
{NewPage}
“Anche noi stavamo preparando
 un piano con lo stesso obiettivo.”",""
"Dodonn
“Per farvi capire l'importanza
 della missione, devo prima darvi
 un'idea dell'attuale situazione.”",""
