"ger","Comment"
"Alter Mann
“Da das Haus hier verschwunden
 ist, wollte ich mal angeln.”",""
"Alter Mann
“Ich hoffe, daß ich was fange.
 Jemand wartet darauf......”",""
"Alter Mann
“Ich laß mir viel Zeit......”",""
"Junger Mann
“Ich wollte wissen, was ich
 aus mir machen kann.”
{NewPage}
“Es ist schon 1 Jahr her,
 seit ich die Stadt Balamb
 verlassen habe...”",""
"Junger Mann
“Ich wurde oft betrogen...
 und von Monstern angegriffen.”
{NewPage}
“Aber ich weiß immer noch nicht,
 was ich alleine machen kann.
 ...meine Eltern machen sich
 bestimmt Sorgen um mich...”",""
"(Das ist bestimmt der Sohn...)
 (von Dr.Kadowaki!)
 (von der Verkäuferin in der Mensa!)
 (von Shou!)",""
"(Das ist bestimmt der Sohn
 von Dr.Kadowaki.)",""
"(Das ist bestimmt der Sohn
 von Shou.)",""
"(...das kann nicht sein.
 Bin ich völlig verblödet?)",""
"(Das ist bestimmt der Sohn von
 der Verkäuferin in der Mensa.)",""
"{Squall}
“Arbeitet deine Mutter in der
 Mensa des Balamb-Garden?”",""
"Junger Mann
“Wo-woher weißt du das!?”",""
"{Squall}
“Ich komme direkt von dort.
 Der Balamb-Garden hat den
 Unfall hier verursacht.”",""
"{Squall}
“Deine Mutter macht sich Sorgen um dich.
 Willst du sie nicht einmal besuchen?”",""
"Junger Mann
“Ich weiß nicht, was hier ab
 geht...... aber ich werde sie
 bestimmt besuchen! Vielen Dank!”",""
"Irvine
“Wußtest du, daß der Balamb-Garden
 hier reingeschlittert ist?”",""
"Junger Mann
“Was? Wirklich? Da arbeitet
 meine Mutter!”",""
"Junger Mann
“Wie es den anderen wohl geht...?”",""
"Kind
“Schönes Wetter heute.”",""
"“Willst du mit mir Karten spielen?”
 Ja
 Nein",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Balamb-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Galbadia-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Trabia-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Centra-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Dollet-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den F.H.-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Weltall-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Esthar-Regeln vermischen!”",""
"Kind
“Yepieee!!{Wait064}
 Bald werde ich Kartenmillionär!”",""
"Kind
“Ich stehe oft hier.
 Laß uns wieder spielen.”",""
"Kind
“Unentschieden.”",""
"Kind
“Oooops.{Wait064} Nächstes Mal gewinne ich!”",""
"Kind
“Was? Nicht genügend Karten!?”",""
"Kind
“Ich stehe oft hier.
 Laß uns einmal spielen.”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist jetzt Out.",""
"#fhtown21","627"
"Mann
“Huuuaaahhh! Ich werde es schaffen!”",""
"Mann
“Pfu... ich hab mich so angestrengt.
 Ich kann jetzt nicht aufgeben.”",""
"Kind
“Schönes Wetter heute.
 Wollen wir nicht Karten spielen?”",""
"“Wollen wir nicht Karten spielen?”
 Ja
 Nein",""
"“Wollen wir nicht Karten spielen?”
 Ja
 Nein",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Balamb-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Galbadia-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Trabia-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Centra-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Dollet-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den F.H.-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Weltall-Regeln vermischen!”",""
"Kind
“Ich hab gehört, daß du
 ungewöhnliche Regeln kennst!
 Wir könnten doch unsere mit
 den Esthar-Regeln vermischen!”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist jetzt Out.",""
"Kind
“Yepieee!!{Wait064}
 Bald werde ich Kartenmillionär!”",""
"Kind
“Ich stehe oft hier.
 Laß uns wieder spielen.”",""
"Kind
“Unentschieden.”",""
"Kind
“Oooops.{Wait064} Nächstes Mal gewinne ich!”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Kind
“Ich stehe oft hier.
 Laß uns einmal spielen.”",""
"Mädchen
“Guten Tag.
 Schönes Wetter heute.”",""
"Mädchen
“Ist die Katze nicht süß?”",""
"#fhview1","630"
"Alter
“Puuuh... ein bißchen ausruhen.”",""
"Alter
“Der Balamb-Garden scheint völlig
 kaputt zu sein. Das kommt davon,
 wenn man ihn nicht richtig wartet.”",""
"Alter
“Hätte ich mich darum gekümmert,
 wäre das nie passiert.”",""
"#fhhtr1","616"
"Alter Fischer
“Höö, höö. Ihr seid also gekommen.”",""
"Alter Fischer
“Danke. Ich schulde euch was.”",""
"{Squall}
“Du wolltest mich sprechen?”",""
"Alter Fischer
“Na ja... ich wollte dir was zeigen.”",""
"Alter Fischer
“Ja, hier ist es...”",""
"Alter Fischer
“Eine alte Aufzeichnung von Dobe.”",""
"Alter Fischer
“Wie du vielleicht weißt,
 sind viele in F.H. ehemalige
 Handwerker aus Esthar.”",""
"Alter Fischer
“Esthar war eine blühende Stadt.
 Die Handwerker waren voller Energie.”",""
"Alter Fischer
“...aber bald wurde die Technik zu
 militärischen Zwecken mißbraucht.”",""
"Alter Fischer
“Um dem entgegen zu steuern, hat Dobe
 alles versucht......ohne Erfolg.”",""
"Alter Fischer
“Da sagte jemand, wenn nicht in
 Esthar, sollten wir wo anders
 unser Ziel 【errichten】.”",""
"Alter Fischer
“Für einen Handwerker ist das 【Errichten】
 wesentlich. Er fand viele Anhänger.
 Und so errichteten sie F.H.”",""
"Alter Fischer
“Dobe wollte alles durch Gespräche
 klären. Er sagte, ‘Wenn wir weggehen,
 löst das nicht die Probleme.'”",""
"Alter Fischer
“Das Ergebnis war... nun, wie du
 siehst, sind wir jetzt hier...”",""
"Alter Fischer
“Deswegen...hält er daran fest.
 Er will alles durch 【Gespräche】 klären.
 Darin sieht er seinen ganzen Stolz.”",""
"Alter Fischer
“...niemand wird ihn deswegen kritisieren.”",""
"Alter Fischer
“...aber am Schluß hat er begriffen...
 Er hat uns alle geführt...”",""
"Alter Fischer
“Die Zeit verging... Esthar und
 F.H. haben sich gewandelt...”",""
"Alter Fischer
“Aber wir können stolz auf unsere
 Stadt sein. Wir müssen uns nicht
 verstecken.”",""
"Alter Fischer
“Aber es ist auch nichts
 Weltbewegendes.”",""
"Alter Fischer
“...das eben war meine 【Predigt】.”",""
"Dobe
“Warum haltet ihr an Gewalt fest!?”",""
"Dobe
“Auch wenn ihr das sagt...”",""
"Dobe
“Einen Moment!”",""
"Dobe
“Hört zu, was ich zu sagen habe!!”",""
"Dobe
“......das kann doch.”",""
"Dobe
“Fisherman{xba}s Horizon ist
 keinesfalls eine Illusion!”",""
"Alter Fischer
“...er ist derjenige, der Esthar
 mit Leib und Seele verändern wollte.”",""
"Alter Fischer
“Esthar... jemals davon gehört?
 Der Hyper-Staat, der am Ende
 dieser Schienen liegt...”",""
"Alter Fischer
“Wollt ihr nicht noch bleiben?”
Wir müssen zurück nach Balamb.
Warum nicht......",""
"Alter Fischer
“Das ist schade...
 Das nächste Mal vielleicht.”",""
"Alter Fischer
“Höö, höö. Ihr seid jung aber
 gesellig. Dann kommt mal mit.”",""
"Alter Fischer
“Kommt einfach mit.”",""
"“Aaa~hhh. Ihrrr habt mich berüüührt!
 Raus hier, raus hier, raus hier~!”",""
"Irvine
“...irgendwie umwerfend......”",""
"Irvine
“Was muß er gefühlt haben, als er
 diese Aufzeichnung gemacht hat.”",""
"Irvine
“...das Kämpfen ist nicht einfach.”",""
"Irvine
“Ich fühle das ständig.”",""
"Alter Fischer
“Ihr habt eine lange Reise vor euch.
 Hier, ein 【Abschiedsgeschenk】.”",""
"Eine alte 【Timber Maniacs】 erhalten!
 {Wait016}... {Wait016}... {Wait016}... {Wait016}... gelesen!",""
"#fhhtl1","615"
"“Eine Übernachtung kostet 100 Gil.
 Oder wollt ihr lieber einkaufen?”
Übernachten.
Einkaufen.
Nichts dergleichen.",""
"“Hmm, nicht genügend Geld.”",""
"“Ich wünsche eine gute Nacht!”",""
"“Beehrt uns wieder!”",""
"“Ach ja...?”",""
"“Ein Gast wartet oben auf euch.”",""
"“Ihr wollt hinauf?”
Ja.
Nein, zuerst einkaufen.",""
"“Wie ihr wollt.”",""
"Die durch den Garden verursachten Schäden...
scheinen minimal zu sein. Hier ein Interview...
{NewPage}
“Plötzlich ein lauter Knall und die Erde bebte.”",""
"Die Spannung hält nach dem Angriff an.
Der Bahnhofsvorsteher führt Gespräche.
Wir haben die Menschen befragt...
{NewPage}
“Der Offizier war verunsichert...”",""
"Die Soldaten wurden vertrieben.
Eine Diskussion um Gewalt ist entfacht.
Wir fragen Bahnhofsvorsteher Dobe.
{NewPage}
“Wir ändern unsere Politk
 auf keinen Fall...”",""
"Am Bahnhof herrscht Panik.
Hier, Stimmen aus der Bevölkerung...
{NewPage}
“Hicks. Kommt nur, ihr feigen Hunde!”",""
"Das Gerücht über einen Mann im Trench-Coat
sorgt für Angst unter der Bevölkerung...
{NewPage}
“Ich war richtig erschrocken,
 als dieser Mann mit dem Gewehr......”",""
"Irvine
“Gewehr......? Wie gefährlich.”",""
"Irvine
“Trench-Coat...?”",""
"Irvine
“Hört sich richtig verdächtig an.”",""
"Das erste Live-Konzert in F.H.!
Wir haben die Besucher befragt...
{NewPage}
“Wir haben massenweise
 Bestellungen über Rekorder...”",""
"Die Hexe wütet an vielen Orten der Welt.
Wir haben einige Menschen befragt...
{NewPage}
“Die Hexe...? Sie ist eine Schönheit...”",""
"Eine riesige Steinsäule wurde entdeckt.
Unser Reporter ist vor Ort...
{NewPage}
“Eine Steinsäule! Höö, höö!
     Eine Steinsäule!!”",""
"In Esthar sollen Monster vom Himmel
gefallen sein. Es ist unglaublich!!
Hier, Stimmen aus der Bevölkerung...
{NewPage}
“Dieses Arsc... äh, wie war die Frage?”",""
"Alter Fischer
“Oho. Verstehe.”",""
"#fhedge1","610"
"",""
"",""
"",""
"“Schaut. Da vorne steht das
 {Blue}【Haus des Bahnhofsvorstehers】{White}.”",""
"Flow
“Wartet!”",""
"Flow
“Die Galbadianer haben es
 doch auf euch abgesehen?”",""
"(Ja, vielleicht.)",""
"Flow
“Ihr seid dafür verantwortlich!”",""
"(Wir würden ja schon kämpfen, aber sie
 könnte das etwas freundlicher sagen...)",""
"Dobe
“Flow! Du darfst nichts erwarten.
 Außer kämpfen können sie ja nichts.”",""
"(...DAS kann man auch freundlicher sagen.)",""
"Dobe
“Man kann alles bereden.”",""
"(Wenn das bloß so wäre.)",""
"#fhdeck6","607"
"Irvine
“Mo-moment mal...”",""
"Irvine
“Mit Reparaturen haben
 die also das gemeint?”",""
"{Squall}
“Dachtest du, die kommen
 mit Hammer und Schraubenzieher?”",""
"Irvine
“Nein... natürlich nicht.”",""
"{Squall}
“Komm jetzt.”",""
"Irvine
“Wenn es um so etwas geht,
 ist auf unseren Boß Verlaß...”",""
"#fhdeck2","602"
"{Squall}
“Etwas weit. Aber es wird schon.”",""
"(Ich mach mich lieber auf die Socken...)",""
"#fhdeck1","601"
"“Ihr ahnt es vielleicht schon,
 aber ich muß euch warnen,
 bevor ihr an Land geht.”",""
"“Wir hassen Gewalt.
 Innerhalb der Stadt sind Kämpfe verboten.
 So lautet das Gesetz in dieser Stadt.”",""
"“Habt ihr verstanden?”",""
"{Squall}
“Ja.”",""
"{Squall}
“Wir repräsentieren den Garden.
 Wir kommen mit friedlichen Absichten.”",""
"“......”",""
"“Willkommen in Fisherman{xba}s Horizon!
 Nennt es einfach F.H.”",""
"“Im Zentrum ist das
 {Blue}【Haus des Bahnhofsvorstehers】{White}.
 Stattet ihm einen Besuch ab.”",""
"“Mit Bahnhofsvorsteher meinen
 wir den Bürgermeister von F.H.”",""
"“Schön...”",""
"“Hm? Ob wir Bescheid wissen...?”",""
"{Squall}
“Das hatten wir auch vor.”",""
"“Gut, daß wir uns verstehen.”",""
"“Ganz schön demoliert, was?”",""
"{Squall}
“Es tut uns Leid.”",""
"{Squall}
“Der Garden geriet außer Kontrolle.
 Wir konnten es nicht verhindern.”",""
"“Macht euch keine Gedanken.
 Zum Glück wurde ja niemand verletzt.”",""
"“Außerdem lieben wir es,
 Dinge zu reparieren.”",""
"“Dieses Muster...
 Ihr seid der Balamb-Garden, oder?”",""
"{Squall}
“Richtig.
 Woher kennt ihr uns?”",""
"“Wir haben die Hülle bemalt.
 Es ist schon sehr lange her.”",""
"“Fühlt euch wie zu Hause.”",""
"“Das waren Zeiten...”",""
"“Denkt an den Bahnhofsvorsteher.”",""
"“Hey, wir machen uns auf die Socken!”",""
"“Da sind sie.”",""
"#fhtown1","626"
"Alter Fischer
“Puuuh. Das war anstrengend.”",""
"Alter Fischer
“Verstehe. So laufen
 nun mal die Dinge.”",""
"Alter Fischer
“Es waren also doch nicht so viele.”",""
"Alter Fischer
“Nimm es nicht so schwer.”",""
"Mann im Boot
“Wie läuft{xba}s?”",""
"Mann im Boot
“Hat der Alte viel erzählt? 
 Ich will mal hören was er sagt,
 aber er läuft immer davon.”",""
"Mann im Boot
“Wir müssen wohl um die Welt bangen...
 Die Hexe richtet überall Schäden an.”",""
"Mann im Boot
“F.H. ist ja noch glimpflich davongekommen.”",""
"Mann im Boot
“Was machst du alleine?
 Aha, du heckst was aus.”",""
"Mann im Boot
“Viel Glück. Du scheinst es zu brauchen.”",""
"Mann im Boot
“Das war ja ein tolles Konzert.
 Es hat am Himmel geblinkt.”",""
"Mann im Boot
“Der technische Support
 bei so einem Projekt,
 würde mich schon reizen.”",""
"Mann im Boot
“Auf der Welt scheint ja echt was
 los zu sein. In Esthar gab es die
 größten Schäden, nicht?”",""
"Mann im Boot
“Es ist nur eine Frage der Zeit, bis
 es auch hier...... wer hätte sich
 vorgestellt, daß es mal Monster hagelt.”",""
"Mann im Boot
“Können wir uns wieder
 auf euch verlassen?”",""
"Mann im Boot
“......”",""
"Mann im Boot
“Ja, aber...... Lange nicht gesehen,
 Alter!”",""
"Mann im Boot
“Verstanden!”",""
"Mann im Boot
“Hm, das waren ja
 richtig brutale Typen...”",""
"Mann im Boot
“Die sind von drüben gekommen.”",""
"Mann im Boot
“Kick sie doch... nein, geht nicht...
 Bitte unternimm irgendwas.”",""
"Mann im Boot
“Du hast dem Alten gefallen.
 Ich wußte ja, daß du ein
 richtiger Voll... äh, Mann bist.”",""
"Mann im Boot
“Der Master vom Balamb-Garden
 heißt doch Norg, oder?
 Hat er sich schon verwandelt?”",""
"{Squall}
“Verwandelt?”",""
"Mann im Boot
“Norg ist doch vom Shumi-Stamm?
 Er muß sich irgendwann verwandeln.”",""
"{Squall}
“Shumi-Stamm?”",""
"Mann im Boot
“Hey, hey! Du hast ja wirklich
 von nichts eine Ahnung.”",""
"Mann im Boot
“Na ja. Mach dir nichts daraus, Junge.
 Irgendwann wirst du es begreifen.”",""
"Mann im Boot
“In was sich Norg wohl verwandeln wird?
 Eine furchterregende Vorstellung...”",""
"Mann im Boot
“Hier leben fast nur ehemalige
 Techniker. Das junge Mädchen,
 das immer herumläuft, auch.”",""
"Mann im Boot
“In der Nähe des Bahnhofs steht eine
 Reparatur-Werkstatt. Begreifst du?
 Er ist einer der Besten.”",""
"Mann im Boot
“Ich will auch einmal ein
 Reparatur-Handwerker
 werden. Hier...in F.H.”",""
"Mann im Boot
“Ich habe schon damit angefangen.”",""
"Betrunkener
“Oooh...”",""
"Betrunkener
“Hey, Alter... ein schlechter Moment.”",""
"Betrunkener
“Ich will...wieder als Handwerker arbeiten.”",""
"Betrunkener
“Ich saaagte doch!
 Ich bin nicht betrrrunken.”",""
"Betrunkener
“Ichhhh...denke, hicks. Auftrrräääge
 annehmen und arbeiten, Ok. Aber
 aufffalllen...ist sehhhr schlechcht.”",""
"Betrunkener
“Früher warrr alles besser.”",""
"Betrunkener
“Seitdem ihr hier seid,
 passsiert vieeeles.”",""
"Betrunkener
“Wo kein Wind weht...
 brennt auch kein Feuer...”",""
"{Squall}
“......”",""
"{Squall}
“...laß mich in Frieden.”",""
"Betrunkener
“...du bist jung.”",""
"Irvine
“Was ist? Du bist doch nicht sauer,
 weil ich dich geschlagen habe?”",""
"Irvine
“Heeey.
 Ich bin kein Macho.”",""
"Quistis
“Was ist los? Du nimmst
 es mir doch nicht übel?”",""
"Quistis
“Haaalt, stooop!”",""
"{Rinoa}
“Alles Ok? Nimmst du es mir übel,
 daß ich dich geschlagen habe?”",""
"{Rinoa}
“Heeey, warte!”",""
"Xell
“Hahahaha. Gar nicht gewohnt von dir.
 Du bist ja sauer. Das gehört eben
 zum Leben mit dazu.”",""
"Xell
“Übertreib{xba}s nicht! Das lasse
 ich mir von dir nicht gefallen.”",""
"“Whoa!”",""
"“Lange nicht gesehen!
 Was treibst du hier?”",""
"Alter Fischer
“Wenn ich zu lange weg bin,
 denken alle, ich wäre tot.”",""
"Alter Fischer
“Wenn man jeden Tag trinken kann,
 heißt das, man ist gesund. Höö, höö.”",""
"Alter Fischer
“{Grey}Man kann{xba}s auch übertreiben.{White}”",""
"Alter Fischer
“Schön, daß es dir gut geht! Haa, haa.”",""
"“Hmm, dich kenne ich ja schon.”",""
"“Ihr gebt ja ein gutes Bild ab.”",""
"Betrunkener
“Ich muß ernsthaft damit aufhören!!”",""
"Betrunkener
“Er hat 【Haa, haa】 gesagt,
 und nicht 【Höö, höö】...
 er ist bestimmt wütend auf mich.”",""
"Betrunkener
“Ich bin nicht betrunken. Ich singe nur.”",""
"“Oops! Sorry. Ich bin normal nicht
 ängstlich sondern nur schreckhaft.”",""
"“Wenn{xba}s darauf ankommt,
 macht ihr ja euren Job.”",""
"“Hm? Mir geht es gut. Wie soll
 man klagen, wenn man hübsch ist.”",""
"“Vielleicht gehe ich nach Esthar.
 Ich mag zwar F.H...
 Es ist aber langweilig hier.”",""
"“Wie schön... ich will auch mal da rauf.”",""
"“Der Bahnhofsvorsteher ist zum Bahnhof
 gelaufen... habt ihr was damit zu tun?”",""
"{Squall}
“Tschuldigung...
 Wo ist der Bahnhof?”",""
"“Immer gerade aus. Es ist nicht weit.”",""
"“Ist was passiert?”",""
"Betrunkener
“Ich bin betrunken. Naaa und?”",""
"Betrunkener
“Kommt wenn ihr den Muuut haaabt!
 Ihr feigen Soldaaaten!”",""
"Betrunkener
“Er hat ja richtig ernst
 geguckt......   Hicks.
     der Chef......    ”",""
