"eng","Comment"
"“Are you here to visit an acquaintance?
 What do you think of our village?  It's
 very small and boring, isn't it?”",""
"{Squall}
“What's this...?”",""
"Received [Vase Piece]!",""
"“Do you like flowers?”
Yes
Not really",""
"“Those white ones are really beautiful,
 aren't they?  A woman named Raine gave
 them to me.”",""
"“They bloom beautifully every year.  It's
 unfortunate that she's no longer with us.”
{NewPage}
“If only she had stayed away
 from that outsider...”",""
"“Nobody understood flowers
 as well as Raine.”",""
"“Flowers bloom over and over.
 I wonder if people do the same?”",""
"“Flowers are amazing.  The more heart
 you put into them, the more they respond.”",""
"#gfmin1a","660"
"“Wow, I've never seen you kids around
 before.  What brings you here?”",""
"“If you love flowers, I'm sure you'll enjoy
 your stay here.  That's all we have.”",""
"“Not many youngsters come here
 or stay here...{Wait056}  They're all
 outside, chasing their big dreams.”",""
"“There used to be a flower shop
 in the town square.  It was owned
 by a woman named Raine.  She lived
 there with a little girl named Ellone.”",""
"“Raine was so good with flowers.  She
 made wreaths for our harvest festivals.”
{NewPage}
“Her wreaths of white flowers
 were most beautiful.”",""
"“We'll never see wreaths like that again.
 Ellone was so adorable...”
{NewPage}
“...Wearing those wreaths over her head
 and prancing around like an angel.”",""
"“How long has it been since
 Raine passed away?
 ...I hope Ellone is doing well.”",""
"“It's been a while since I played.”
Yes
No",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Balamb's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Galbadia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Trabia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Centra's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Dollet's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 FH's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Lunar's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Esthar's rules and ours.”",""
"You need 5 or more
cards to play.",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"“Balamb”",""
"“Galbadia”",""
"“Trabia”",""
"“Centra”",""
"“Dollet”",""
"“FH”",""
"“Lunar”",""
"“Esthar”",""
"“No optional rules”",""
"#gfrich1a","664"
"“My precious vase is missing!
 The vase that has been passed down
 in my family for many generations!”",""
"“So many unusual things happening lately!
 I bet you there's a ghost here!”",""
"“My husband is very upset by the fact
 that the vase is missing.”",""
"“A ghost?  Oh my, pu-lease...
 There's no such thing...{Wait048} Is there?”",""
"“Come to think of it, I've noticed some
 strange things lately, like stuff in the
 house being rearranged by itself.”",""
"“Perhaps it was because of an earthquake
 when we were still asleep?”",""
"“There, back to normal.
 I wonder what really happened?”",""
"“By the time I heard the strange noise,
 it was already in pieces.”",""
"“What's wrong with this armor?”",""
"“I heard from the previous owner,
 a car rammed itself through here!
 This mansion is cursed, I tell you!”",""
"“Did you hear about the armor
 breaking into pieces?  It's a sign,
 telling me there is a ghost!”",""
"“T...That broken piece...!
 My ever-so-precious vase,
 now in such pathetic shape...!”",""
"“Oh well...{Wait016}...{Wait016}
 I'll have to glue the pieces back together...{Wait016}...{Wait048}
 Let me know if you find anymore pieces.”",""
"“Ohhh, great!
 You found some more!”",""
"“There are quite a few pieces here...
 But we still have a long ways to go.”",""
"“Hmmm.  All we need is
 one more vase piece.”",""
"“Wait...
 We have all the pieces!”",""
"“Thank you, oh kind, young ones.
 Here's a little ‘thank you'.
 Make use of it during your travels.”",""
"“Take a look at that magnificent vase!
 Money was no object when it
 came to repairing it.”",""
"“So it wasn't a ghost, after all.
 There was a chicobo feather
 on both the armor and vase.”",""
"“Please use this
 ‘Holy Stone' which I obtained
 to use against the ghost.”",""
"(I...I'm looking for my feet...
 Have you seen my feet...)",""
"{Squall}
“Quistis, cut it out.”",""
"{Squall}
“Quit jokin' around, Irvine.”",""
"Quistis
“Oh, you knew?”",""
"Irvine
“Hey, hey, hey, I didn't say anything!”",""
"{Rinoa}
“Don't scare me like that!”",""
"Zell
“Yo, man...
 Quit jokin' around.  It ain't funny.”",""
"Selphie
“Heeey!  Cut that out!
 I hate that kinda stuff...”",""
"Quistis
“Oh, Irvine!
 You're not going to scare me with that.”",""
"Irvine
“Quistis, c'mon...!
 Do it to Zell...!”",""
"“...A chicobo...?”",""
"{Squall}
“What's this...?”",""
"Received [Vase Piece]!",""
"Received [Holy Stone]!",""
"“I've been getting into cards, lately.”
Yes
No",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 Balamb's and our rules.”",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 Galbadia's and our rules.”",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 Trabia's and our rules.”",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 Centra's and our rules.”",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 Dollet's and our rules.”",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 F.H.'s and our rules.”",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 space's and our rules.”",""
"“You seem to know a rule
 unfamiliar to this region.
 Let's play a game mixing
 Esthar's and our rules.”",""
"You need 5 or more
cards to play.",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"“Balamb”",""
"“Galbadia”",""
"“Trabia”",""
"“Centra”",""
"“Dollet”",""
"“F.H.”",""
"“Space”",""
"“Esthar”",""
"“No optional rules”",""
"#gfelone4","649"
"【Save Point】
 Access the Menu and select
[Save] to save your game.",""
"#gfelone3","647"
"(There's no picture...
 I wonder if someone took it?)",""
"#gflain2a","658"
"(Raine...!?)",""
"(...No.)",""
"“Hey!  Who do you think you are,
 barging into my house like this!?
 Get out of here right now!”",""
"“I thought I told you to... What's with you?
 Do I remind you of someone?  I'm not her
 ghost or anything, all right?”",""
"“Then again, there are spirits
 lurking within these walls.”",""
"“Spirits that inspire my art.
 Scared you there for a sec, huh?”",""
"“It's true, though.  Often, I would sit
 in this room quietly, and all of a sudden,
 sense a mysterious fragrance in the air.”",""
"“There are white
 flowers downstairs...”",""
"“Can you sense their fragrance?”",""
"“Did you see the flowers downstairs?{Wait056}
 I arrange them everyday
 to keep the memories alive.”",""
"“Those flowers keep the old fragrance in
 the air and give a fresh fragrance, as well.”",""
"“It was everyone's utmost wish to keep those
 flowers here...{Wait048} For the woman who used
 to live here.”",""
"“Did that make sense...?{Wait048}
 You're all so young.
 You'll understand someday.”",""
"“Deeon't beeother the meeadam.”",""
"“Wyat's wrong?”",""
"“Cyats cyan tyalk, too.”",""
"“There's an art to playing cards.  Ready?”
Yes
No",""
"“Let's play with rules
 that aren't in this region.
 Balamb's rules.  Ok?”",""
"“Let's play with rules
 that aren't in this region.
 Galbadia's rules.  Ok?”",""
"“Let's play with rules
 that aren't in this region.
 Trabia's rules.  Ok?”",""
"“Let's play with rules
 that aren't in this region.
 Centra's rules.  Ok?”",""
"“Let's play with rules
 that aren't in this region.
 Dollet's rules.  Ok?”",""
"“Let's play with rules
 that aren't in this region.
 FH's rules.  Ok?”",""
"“Let's play with rules
 that aren't in this region.
 Lunar's rules.  Ok?”",""
"“Let's play with rules
 that aren't in this region.
 Esthar's rules.  Ok?”",""
"You need 5 or more
cards to play.",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"“Balamb”",""
"“Galbadia”",""
"“Trabia”",""
"“Centra”",""
"“Dollet”",""
"“FH”",""
"“Lunar”",""
"“Esthar”",""
"“No optional rules”",""
"#gflain1a","655"
"(Raine...?)",""
"{Squall}
“What is that...?”",""
"Received [Vase Piece]!",""
"#gfcross2","645"
"#gfvill1a","668"
"{Squall}
“What's this...?”",""
"Received [Vase Piece]!",""
"Received [Phoenix Down]!",""
"Received [Gysahl Greens]!",""
"#gfview1a","666"
"“Hah.”",""
"“You a customer, or just lookin' to play?”
(...A customer)
(A game, of course)
(...Nothing)",""
"“Hey, youngsters...
 What can we do for ya?”",""
"“We're mercenaries hired by this town.
 You better not mess with us.”",""
"“Plus, we graduated
 from Garden, you know.”",""
"“...Huh?
 You're Garden students, too?”",""
"“And you're actually a SeeD!?”",""
"“Hahaha... So that makes you our junior.
 Keep up the good work.  Hahaha...”",""
